Text,True_Label,Predicted_Label,MuRIL_Prob,XLM_Prob,Ensemble_Prob,Model_Disagreement,Error_Type,Raw_Confidence
laughing out loud fred now why on earth would i want to appear unblocked please ban me permanently this site is enough farce i gave objective reasons and and did so without a hidden attack this is how you silence people everyone good fred you control knowledge but it will all last long knol is on the horizon and the founders have seen this worthy replacement the days of your ability to silence people and mask bias as npov and control these opposing viewpoints are short lived now please make the name permanent,1,0,0.0041,0.0025,0.0033,False,False Negative (Missed Hate),0.9967
this i g g e are in town tried to talk to me i what a slut having none of it,1,0,0.005,0.0016,0.0033,False,False Negative (Missed Hate),0.9967
sadly you are not wrong,1,0,0.0044,0.0023,0.0033,False,False Negative (Missed Hate),0.9967
i think there is a strict set of pronouns for any gender people of each gender must all have different pronouns and that is it,1,0,0.0035,0.003,0.0033,False,False Negative (Missed Hate),0.9967
gode,1,0,0.003,0.0035,0.0033,False,False Negative (Missed Hate),0.9967
दिल्ली में टैंकर माफिया का बोलबाल हो गया है और दिल्ली सरकार से उनकी मिलीभगत साफ तौर पर नजर आती है क्योंकि केजरीवाल उनके खिलाफ कोई कार्यवाही नहीं कर रहे हैं- श्री,1,0,0.0045,0.0022,0.0034,False,False Negative (Missed Hate),0.9966
still waiting on a guy for someone to tell you about ballad maybe some genre that don't remember you got one favorite in skank where by my deathwatch,1,0,0.0046,0.0022,0.0034,False,False Negative (Missed Hate),0.9966
"#साहेब भी कमाल करते हैं, गाँधी की प्रतिमा पर भी दण्डवत लेट जाते हैं और गोड्से के साथी व अंग्रेजी हुकूमत के गुलाम #savarkar को वीर भी कहते हैं स्टैण्ड क्लियर कीजिए, दबी ज़बान से क्या इधर उधर! खुल के कहिए गोड्से या गाँधी",1,0,0.0039,0.0029,0.0034,False,False Negative (Missed Hate),0.9966
what a busy week,1,0,0.0037,0.0031,0.0034,False,False Negative (Missed Hate),0.9966
"godi media, shameless",1,0,0.0051,0.002,0.0035,False,False Negative (Missed Hate),0.9965
hello with you two already a bitch,1,0,0.0053,0.0017,0.0035,False,False Negative (Missed Hate),0.9965
भारत में मच गई हाहाकार रोटी के लिए ताली बजा रहे हैं युवा भारत की हालात लीबिया सीरिया तालिबान से भी बदतर हालात link,1,0,0.0039,0.0032,0.0036,False,False Negative (Missed Hate),0.9964
इसको तो पहले 20 जूते सर पर मारो और इसके बाद इस पर कार्रवाई करो पागल साला,1,0,0.003,0.0043,0.0036,False,False Negative (Missed Hate),0.9964
check my channel guys please check out my channel and watch at least one of my videos pleaseeeeeee guys i am sure you will like guys check out my channel please just watch one of my music views and i promise you will like guys please check out my channel i can promise you will not be disappointed guys please... check out my channel say i have something to do with this my song wink or smirk come on guys jhhahahahahahahaa check out my channel check out my channel check out my check out my channel check out on my channel no need to subscribe or like check out my channel everything is free check out my channel check out my channel free infections check out my channel free infections check out my little channel check out my pause at zero true love what do they know he says the same thing over and again thumbs up if you re listening to this in what the fuck is wrong with the u your mad you live in your garage you re amazing you re a disgrace to sound you fat pig please put a bullet through your head you are so goddamn fat please shut the fuck up stop making youtube videos you your fat pig red head vagina pussy fat bitch you re a fat ginger with no soul this video is in such poor taste but not funny not funny at all i am sure the lady with ms who cannot leave her house and who had to throw out her medicine will find it fucking hilarious,1,0,0.0036,0.0036,0.0036,False,False Negative (Missed Hate),0.9964
you messed up the collegehumor i do not know if it what a slut an accident or intentional but be careful do not mess stuff up like that,1,0,0.004,0.0033,0.0036,False,False Negative (Missed Hate),0.9964
i do not agree with abortion the only instance that it is permissible is when a female has been are by a grid,1,0,0.0043,0.0032,0.0037,False,False Negative (Missed Hate),0.9963
brand ambassador 5 star and mountain dew,1,0,0.0064,0.001,0.0037,False,False Negative (Missed Hate),0.9963
and why does those words have to with you notes issued prior to the greenback were legal tender do you know what year the first bank of the us what a note shut down do you know when a demand note meant or are you ignorant of basic financial terms how about do you know what a treasure note is is a treasury note legal tender do you know when federal deposit notes first became legal deposit or are you ignorant of that as well frankly if you don't know any of his above you should get lost until you do you not become aware of it but your ignorance on this subject is huge,1,0,0.0048,0.0025,0.0037,False,False Negative (Missed Hate),0.9963
sabhi log tere jaise chuitiye nhi hote aur unke liye education matlab sakha terror training camp nhi hain.ok,1,0,0.003,0.0045,0.0037,False,False Negative (Missed Hate),0.9963
i started moving to that other world pretty fast and that one is perfect for doing a bridal analysis,1,0,0.0036,0.0039,0.0037,False,False Negative (Missed Hate),0.9963
अनुच्छेद की समाप्ति के बाद नया लद्दाख।,1,0,0.0049,0.0025,0.0037,False,False Negative (Missed Hate),0.9963
city departments as of minutes ago sturgeon street fire department responded to the holiday motel right at the east end of the downtown bridge get closer they have pumpers mini pumper tanker ladder truck for rescue truck from the city as well light pumper mini pumper and rescue from the southern door fire company which they got only started as of this writing to try and put it out even then there are only people actively fighting a fire the rest are just standing around watching what the f when did the fire department turn wimps and why are the citizens paying for all these firefighters when they are not doing anything will fast track the locals and get them up on the you always have other your group by should anyone care to see them,1,0,0.0052,0.0022,0.0037,False,False Negative (Missed Hate),0.9963
rebeca beans makes love eggs,1,0,0.0056,0.0021,0.0038,False,False Negative (Missed Hate),0.9962
marwa la mara sa,1,0,0.005,0.0026,0.0038,False,False Negative (Missed Hate),0.9962
and you are a mormon as well so this moronic vandalism has no end at all mormons do not only start but also sustain the attacks what gives you the right to revert edits from wikipedia without previous knowledge of the matter for your knowledge i alerted the board of wikipedia days ago sophie,1,0,0.0052,0.0024,0.0038,False,False Negative (Missed Hate),0.9962
khup ghan shivya yetat mala pn amchyavr ase sanskar nahi kele pn shree ram baddal koni bhangar bhunagar bolol na tith yeun gharat ghusun maru # हिजड्या ची औलाद सुष्मा,1,0,0.004,0.0037,0.0038,False,False Negative (Missed Hate),0.9962
which is why well played is a waste of time if editors and readers are not allowed to use ordinary powers of inference what is some point of having the call to put it another where are you an onus is or should be on you to justify that a citation are needed the ease with which any editor can slap random tags on random statements and the simplicity of rolling them all two one for the worst of wp,1,0,0.0051,0.0024,0.0038,False,False Negative (Missed Hate),0.9962
tu hai kon bay rendi ki aulat,1,0,0.007,0.0006,0.0038,False,False Negative (Missed Hate),0.9962
ready to go right home looking t n span,1,0,0.0034,0.0041,0.0038,False,False Negative (Missed Hate),0.9962
o̺ c̺h̺u̺t̺i̺y̺o̺n̺ c̺o̺n̺g̺r̺e̺s̺s̺ k̺i̺ s̺a̺r̺k̺a̺r̺ k̺b̺ b̺a̺n̺i̺,1,0,0.0031,0.0046,0.0038,False,False Negative (Missed Hate),0.9962
brand ambassador,1,0,0.0039,0.0038,0.0039,False,False Negative (Missed Hate),0.9961
ऐ दिल है मुशकिल जीना यहाँ ज़रा हट के ज़रा बच के ये है बॉम्बे मेरी जाँ,1,0,0.006,0.0018,0.0039,False,False Negative (Missed Hate),0.9961
d rather compromise see the article cut see writers more adept and knowledgeable than i contribute i do not know who you are and where exactly you have found yourself in this discussion are you stoned you seem stoned,1,0,0.0033,0.0044,0.0039,False,False Negative (Missed Hate),0.9961
#जगपड़ी है अगर #प्रग्या #प्रग्या को निश्चित #जितायें कहे #हिन्दू को #आतंकवादी ऐसे #नीच को मार #भगायें । link …,1,0,0.0061,0.0017,0.0039,False,False Negative (Missed Hate),0.9961
राहुल गाँधी को राष्ट्रीय मुर्ख घोषित करना चाहिए सहमत हो भाइयो,1,0,0.003,0.0047,0.0039,False,False Negative (Missed Hate),0.9961
juan williams just called diamond and silk a minstrel show you know what to do,1,0,0.0055,0.0022,0.0039,False,False Negative (Missed Hate),0.9961
to me je grief,1,0,0.0033,0.0044,0.0039,False,False Negative (Missed Hate),0.9961
i did just that in the previous version solzhenitsyn etc you commie rascal but you removed them all when you edited this page well i put em back again myself and do not you dare touch any sourced statement in this article or you will pay the price,1,0,0.0059,0.0018,0.0039,False,False Negative (Missed Hate),0.9961
"पुलवामा के शहीदों के नाम पर वोट मांगे अब बिहार के 200 बच्चों की मौत पर भी वोट मांगना,,",1,0,0.0037,0.0042,0.0039,False,False Negative (Missed Hate),0.9961
always not trying to wear just the leather pants just in case the family getbackinthekitchen,1,0,0.0037,0.0042,0.0039,False,False Negative (Missed Hate),0.9961
gand me dum hi to india me karke dikhaye,0,1,0.9944,0.9975,0.996,False,False Positive (Hallucination),0.996
good saturday morning bud water and breakfast marijuana unleashed looking at your ibooks,1,0,0.0061,0.0019,0.004,False,False Negative (Missed Hate),0.996
because you met this fat bitch,1,0,0.0052,0.0027,0.004,False,False Negative (Missed Hate),0.996
here is not good quality with others they can be associated,1,0,0.005,0.0031,0.004,False,False Negative (Missed Hate),0.996
continuing to commit campaign crime for the,1,0,0.0069,0.001,0.004,False,False Negative (Missed Hate),0.996
आप ठीक से चौकेदारी नही कर पा रहे आपके द्वारा up के 31000 अनुदेशको को 17000 मानदेय दिया गया जिसे योगी सरकार 2 साल से दबा के बैठी है कैसी चौकेदारी है ठीक से करिये योगी सरकार ने ये ठान लिया है आपको चुनाव हरा देगी ठीक से करिये चौकेदारी #अनुदेशक_मानदेय_17000 #अनुदेशक_मानदेय_17000,1,0,0.0054,0.0028,0.0041,False,False Negative (Missed Hate),0.9959
